exclude,mid,tid,winner,loser,5-0,winnerbet,loserbet,bets,duration
0,33731,90,broly,cell,0,356107,4296,233,2
0,33732,90,pyron,marco,0,1673724,3514,224,1
0,33733,90,vanessa,videl,0,228620,31347,249,1
0,33734,90,cell jr,daisy,0,71009,39942,238,4
0,33735,90,goku ssj4 db final bout,mumor,0,548113,10814,248,4
0,33736,90,ravange,kim,0,192254,13868,249,2
0,33737,90,blackmore,tingle,0,50876,155245,236,2
0,33738,90,gaogaigar,cci jhun,0,584319,20054,235,2
0,33739,90,hisame shizumaru,ryu-san,0,700820,10661,225,2
0,33740,90,firebrand,alice margatroid,0,304913,36387,219,3
0,33741,90,marrow,google,0,4460474,9763,235,2
0,33742,90,blossom,old school mario,0,28983,2423,46,3
0,33743,90,yuugi,crilin sposato,0,49059,318649,266,4
0,33744,90,_fake_kyo,sub zero,0,48343,9178,220,2
0,33745,90,hattori hanzo,back beard,0,1222836,10337,222,4
0,33746,90,doruge,shadowcat,0,1523394,8301,265,1
0,33747,90,the thing,rouge,0,511830,16967,260,2
0,33748,90,diablo_skeleton,scorpion,0,1028863,12146,259,2
0,33749,90,h-duolon,matou sakura,0,1049840,11136,249,2
0,33750,90,trish,crono,0,113331,23150,243,3
0,33751,90,princess silver,gecko moria,0,984342,10567,233,2
0,33752,90,goku gt,ivy,0,42488,32245,209,2
0,33753,90,keiji,pitt,0,960588,8056,227,2
0,33754,90,robo-kyii,blanka,0,32974,37285,209,4
0,33755,90,punisher,spongebob,0,84198,8236,225,3
0,33756,90,maximum frieza,uzumaki naruto,0,8045,170015,219,3
0,33757,90,goku nex,jin kazama,0,195786,72203,226,1
0,33758,90,satoko,gadalar,0,1427135,10124,240,2
0,33759,90,mecha dragon,mash figaro,0,417457,6272,251,1
0,33760,90,chameleon,wonder woman,0,36749,256496,255,3
0,33761,90,clark steel,super-8,0,14434,88947,261,4
0,33762,90,wriggle,vent,0,297850,17615,253,3
0,33763,90,wild ken ex,neji,0,80601,46459,251,5
0,33764,90,kiriko,lunasa prismriver,0,382174,61414,248,2
0,33765,90,fordy,guy gardner,0,303063,10231,240,2
0,33766,90,vice,devo,0,59798,26692,248,3
0,33767,90,kanon,mauru,0,77426,14361,267,2
0,33768,90,captain commando,tibigintou,0,370909,8345,250,2
0,33769,90,ik borodin,yoko yuki,0,101359,18217,250,2
0,33770,90,gamera,midler,0,1151217,2340,265,1
0,33771,90,shang tsung,spenoza,0,664989,6301,277,2
0,33772,90,blade,ken,0,267606,14995,272,2
0,33773,90,kuma,winnie the pooh,0,87334,48344,278,3
0,33774,90,mature,kenji,0,140847,56722,269,3
0,33775,90,arthur,vaan,0,36756,18122,268,4
0,33776,90,varnage,king,0,935830,11357,267,2
0,33777,90,gajeel,rusty,0,191701,38326,257,3
0,33778,90,kingbehinnmoth,boulma,0,965703,7061,288,1
0,33779,90,zabi,chousokabe motochika,0,86960,67871,297,3
0,33780,90,ultron,miyazato erika,0,1170645,11847,268,1
0,33781,90,flonne,yukimura,0,560480,3874,188,1
0,33782,90,ultimate cap,jack frost,0,37339,47792,280,4
0,33783,90,raphael,hulk 2099,0,87187,41212,268,3
0,33784,90,edward elrick,hanny,0,38401,35067,267,3
0,33785,90,rugal,garfield,0,435441,5988,276,2
0,33786,90,majin vegeta ssj6,goku ssj gt,0,129337,9022,239,2
0,33787,90,spiral,tiger,0,708089,4660,271,1
0,33788,90,cyclops,ultimate sula,0,113773,195665,263,2
0,33789,90,hauzer,spider-man 2099,0,433068,7812,292,2
0,33790,90,alex,kurihan,0,222236,33687,259,2
0,33791,90,black tiger,shadir,0,1278174,9735,275,2
0,33792,90,clara,aku-amakusa,0,158839,34424,252,3
0,33793,90,mukai,kenshiro,0,314494,10257,263,2
0,33794,90,nrvnqsr chaos,haku,0,777501,4034,279,2
0,33795,90,rock volnutt,perfect cell,0,920496,41826,292,3
0,33796,90,snake eyes,ibuki,0,318376,21701,289,2
0,33797,90,evil dan,marvel spider-man,0,919617,12649,307,2
0,33798,90,pinksheep,insane hiryu,0,10272,395804,273,4
0,33799,90,buggy,squall,0,25796,130954,268,3
0,33800,90,eddie,kunagi_tenrou,0,1189677,7453,282,1
0,33801,90,jimmy lee,totoro,0,1153115,42352,288,1
0,33802,90,lizardman,anji,0,97403,73059,273,2
0,33803,90,angus,len and w. len,0,270453,62034,312,2
0,33804,90,nagae iku,orochi iori,0,1029134,48546,304,1
0,33805,90,ssj4 goten,dulton,0,119127,25432,292,3
0,33806,90,jedah,fubuki sakuragasaki,0,1067606,12042,300,1
0,33807,90,ferroman,c-19,0,251902,12609,288,2
0,33808,90,orochi vega,hanny,0,803571,12037,305,2
0,33809,90,jotaro,recoom,0,710885,12804,296,2
0,33810,90,green lantern gg,motokoaoyama,0,785312,10203,271,2
0,33811,90,alex mercer,ogre,0,50813,145111,269,4
0,33812,90,chichi,megatron,0,89818,44868,301,5
0,33813,90,psyduck,stimpy,0,53376,27504,285,4
0,33814,90,nekomo,mumor,0,1841504,6690,311,1
0,33815,90,seravy,naji,0,1137760,7284,306,2
0,33816,90,mouri motonari,armored gohan,0,388517,36436,331,3
0,33817,90,acguy,krizalid,0,90790,48879,310,2
0,33818,90,natsu,hol horse,0,157222,26908,295,4
0,33819,90,ash,kunagi_tenrou,0,466210,14545,311,2
0,33820,90,leonardo,xanmi chan,0,232306,12051,307,2
0,33821,90,thor,ken,0,107153,22711,331,3
0,33822,90,juggernaut,haggar,0,88207,65151,368,3
0,33823,90,tetsu yatogi,rugal,0,112518,94611,347,2
0,33824,90,cci shingo,thunder megazord,0,94946,14563,312,3
0,33825,90,doomsday,alex mercer,0,99801,19260,328,4
0,33826,90,tron bonne,skeletor,0,236167,11582,314,3
0,33827,90,jay garrick,suwako moriya,0,110791,24425,298,3
0,33828,90,polon,ash,0,791109,46143,320,2
0,33829,90,havok,koola,0,41716,20594,289,4
0,33830,90,wario,mauru,0,148966,8609,305,4
0,33831,90,eri_hasumi,_fake_kyo,0,183526,99083,318,2
0,33832,90,darkseid,red tornado,0,667159,14365,317,2
0,33833,90,dr.gero,baldhead,0,616745,11785,310,2
0,33834,90,vanilla h,kszsk-shuko,0,1065791,6885,314,2
0,33835,90,the atom,firestar,0,200442,17307,282,2
0,33836,90,slamdunk,sakon,0,1101779,2950,315,1
0,33837,90,nero,krauser,0,238579,45979,300,3
0,33838,90,skullman,tizoc,0,140570,16928,326,3
0,33839,90,cyber shredder 2.1,eva-01,0,67445,129872,332,2
0,33840,90,link,t.hawk,0,159349,71108,330,3
0,33841,90,kid gohan,95,0,81876,60903,306,3
0,33842,90,kanon,black.t,0,261803,34542,302,4
0,33843,90,cless alvein,silver horns,0,910308,11300,302,3
0,33844,90,sonic,tamika,0,197203,29165,314,2
0,33845,90,ayu tsukimiya,necorsair,0,159315,53744,305,2
0,33846,90,wonder woman,black ranger,0,213598,39283,327,2
0,33847,90,dan,wind,0,593686,17498,337,2
0,33848,90,e-terry 71113,recoom,0,2095622,10809,324,1
0,33849,90,e-terry 71113,dark ash,0,2047988,9518,363,1
0,33850,90,hyper neo-kamek,adon,0,2129363,11067,383,2
0,33851,90,sonic,robo-ky,0,259595,33649,367,2
0,33852,90,godzilla,usapi-,0,47365,146609,359,2
0,33853,90,raiden,sakura,0,1076851,16506,371,2
0,33854,90,robin,sion,0,64715,209306,370,4
0,33855,90,eddie,black manta,0,1224378,29801,371,2
0,33856,90,diablo_skeleton,uesugi kensin,0,470509,63926,376,3
0,33857,90,thunder mask,ino,0,6486560,11385,359,2
0,33858,90,tamika,google,0,7351091,60866,411,2
0,33859,90,goten gt nex,ella,0,66756,368769,421,4
0,33860,90,nate summers,emperor,0,238149,42946,377,3
0,33861,90,nega joe,waluigi,0,6889237,6124,385,2
0,33862,90,tessa,politank z,0,340723,60211,373,3
0,33863,90,monkey.d.luffy,wakko,0,1062192,21326,388,3
0,33864,90,ten-sing,makoto,0,21394,304558,379,5
0,33865,90,iwao,vegeta sb1,0,661329,29256,376,2
0,33866,90,mech-hisui,mekazawa,0,927642,26700,371,2
0,33867,90,sailor moon,scarlet witch,0,82981,127707,364,4
0,33868,90,dio,mr. bear,0,123190,200322,372,3
0,33869,90,taki,yuri di aaaaaaa,0,556781,141817,406,2
0,33870,90,m. bison,krillin,0,1619971,25816,404,2
0,33871,90,nero,daffy duck,0,7392084,68693,377,2
0,33872,90,lipsyncher,guile,0,38586,264812,374,3
0,33873,90,geegus,haruno sakura,0,1624142,44881,388,3
0,33874,90,emma frost,yellow-pipo,0,941418,33708,392,2
0,33875,90,dr.doom,briaaaaaaaaaaaaaaaaan,0,1785034,48000,415,2
0,33876,90,kingpin,vega,0,118635,47719,407,2
0,33877,90,celes,agito_of_the_dark,0,892094,19871,367,2
0,33878,90,evil ryu,donatello,0,267636,216369,386,3
0,33879,90,ninja megazord,cell jr,0,126022,107365,406,3
0,33880,90,higyo-pam,winnie the pooh,0,233861,42432,375,2
0,33881,90,yatteyaru-death,ralf,0,7916341,31006,462,2
0,33882,90,gogeta ssj4,pinksheep,0,150949,66335,437,4
0,33883,90,evil ryu,tien,0,1409486,31196,481,3
0,33884,90,rockman x,k',0,320938,93007,426,3
0,33885,90,bernkastel,mei-fang,0,4649140,26129,452,2
0,33886,90,black tiger,super buu,0,771554,62510,364,2
0,33887,90,winnie the pooh,omega red,0,33976,1594797,313,3
0,33888,90,kenpachi,mega lilde,0,1307762,26534,392,1
0,33889,90,lady deathstrike,krusty,0,65603,316024,402,3
0,33890,90,luigi,m power,0,141960,62784,379,3
0,33891,90,len and w. len,asuta-san,0,3839848,13226,390,2
0,33892,90,android 16,wakko,0,210091,67629,352,2
0,33893,90,vega,caramelman no.2,0,304561,153013,331,2
0,33894,90,oozaru,gaits,0,89675,169794,360,6
0,33895,90,jack frost,nekonin,0,3213009,28413,319,2
0,33896,90,soujiro,vulture,0,739234,22651,334,2
0,33897,90,ultimate sula,kongou,0,129222,858044,353,2
0,33898,90,ultimate cap,ayame,0,2774512,12157,344,2
0,33899,90,firebrand,kairi,0,681504,18279,318,2
0,33900,90,goat,tewi_inaba,0,316804,31834,316,2
0,33901,90,dee bee kaw,burter,0,580038,88173,339,2
0,33902,90,nail,karnov,0,571474,38104,341,3
0,33903,90,cci kim,kazuya mishima,0,143893,122711,291,2
0,33904,90,mech-hisui,chili n pepper,0,54192,735477,321,2
0,33905,90,namor,alucard,0,373285,26062,277,3
0,33906,90,saito,tenshi,0,292986,182485,311,2
0,33907,90,yuka takeuchi,kuroko,0,678551,16095,298,2
0,33908,90,hikaru,(sman),0,271349,93224,319,2
0,33909,90,nekomo,lee,0,1957372,5260,136,1
0,33910,90,mad dog,senna vp,0,730353,37259,302,3
0,33911,90,dooby dummy,goku db,0,1338324,9503,313,2
0,33912,90,dee bee kaw,asahina mikuru,0,4846719,6994,344,1
0,33913,90,iwao,hol 'butt king' funtimes,0,478787,18948,323,3
0,33914,90,vega,captain ginyu,0,281222,16956,292,3
0,33915,90,nakoruru,reimu,0,534265,11776,274,3
0,33916,90,ginew,gobotenn,0,12697,114216,281,5
0,33917,90,the thing,kamakura-kun,0,596927,34353,303,3
0,33918,90,rider,ami bf,0,2857398,23518,287,2
0,33919,90,cless alvein,santos,0,821021,22843,299,3
0,33920,90,m. bison,sion_tatari,0,326099,34595,312,3
0,33921,90,chaos,ken,0,705340,133387,341,2
0,33922,90,yashaoh,mauru,0,93404,55334,279,3
0,33923,90,soujiro,johnny cage,0,254526,171927,268,2
0,33924,90,sagat,uesugi kensin,0,676191,19901,273,2
0,33925,90,letty whiterock,yakui san,0,523127,12749,269,3
0,33926,90,boxer,nightwing,0,40484,344529,264,3
0,33927,90,ufo,gohan ssj5,0,898619,69225,302,2
0,33928,90,mr. increible,sakon,0,135964,45465,267,2
0,33929,90,sakura kinomoto,etrigan,0,606013,65873,305,2
0,33930,90,isabeau,scolipede,0,1742235,19159,313,2
0,33931,90,ultron,sanae,0,1480658,39829,347,2
0,33932,90,kaf ka,shangtsung,0,3251235,11575,312,1
0,33933,90,kilyousuke,cirno,0,130201,269740,297,2
0,33934,90,vanilla ice,chaos,0,139100,54597,300,4
0,33935,90,sailor neptune,dinozord,0,606455,21549,289,2
0,33936,90,haruhi suzumiya,shadow,0,3912230,31047,269,2
0,33937,90,geegus,goku ssj gt,0,1003085,12386,312,1
0,33938,90,dio di musca,kaguya kimimaro,0,631076,10729,299,3
0,33939,90,goku ssj2,sinku,0,700895,34386,306,4
0,33940,90,chill penguin,majin buu,0,158967,11124,321,4
0,33941,90,super metroid,mr. increible,0,1202713,14769,210,2
0,33942,90,haku,change dragon,0,155447,177793,293,3
0,33943,90,saint kyo,cell,0,4656139,7877,305,2
0,33944,90,superboy,jissou seki,0,224175,20530,295,2
0,33945,90,sailor uranus,hyper buu,0,3183481,13506,338,1
0,33946,90,godzilla,scorpion,0,913734,11913,316,3
0,33947,90,mech-hisui,tensinhan,0,1248546,10290,334,2
0,33948,90,jo jo,takenaka hambe,0,1927396,21940,325,1
0,33949,90,henri,satori,0,92539,220770,318,3
0,33950,90,wapiko,sandman,0,213613,382868,341,3
0,33951,90,kenshin,superman,0,891189,126386,351,2
0,33952,90,tamika,mr.satan,0,291254,77922,347,5
0,33953,90,recoom,zeppeli,0,524996,71282,328,4
0,33954,90,the flash,krauser,0,2087550,47781,391,2
0,33955,90,jet,archetype:earth,0,2697526,45733,399,3
0,33956,90,maxime,hancock,0,2221527,22390,357,3
0,33957,90,moraga,ichigo,0,1383853,34682,366,2
0,33958,90,michaelangelo,krillin,0,415130,27844,354,3
0,33959,90,marisa,arlong,0,791005,41093,354,2
0,33960,90,arcueid,super metroid,0,60566,979845,330,2
0,33961,90,nail,super skrull,0,382448,175302,406,2
0,33962,90,ryuuguu rena,firestar,0,3270977,19685,401,2
0,33963,90,20 (dr. gero),super vegeta,0,156763,91566,376,2
0,33964,90,crilin sposato,joe higashi,0,111670,76044,380,2
0,33965,90,chaos hiryu,dio di musca,0,2215759,18614,415,1
0,33966,90,slamdunk,pinksheep,0,7028407,17456,418,2
0,33967,90,king lion,lord zedd,0,315067,72570,409,2
0,33968,90,soulgen,wolf,0,240739,93392,424,2
0,33969,90,dhalsim,alex,0,179950,846714,409,2
0,33970,90,kuando,eagle,0,310061,99015,415,2
0,33971,90,joe higashi,lion-o,0,782028,16571,428,2
0,33972,90,footee,mai shiranui,0,8577082,34542,427,1
0,33973,90,billy_xiii,atusi,0,78627,201942,429,3
0,33974,90,shadowman cfas,marie,0,20334264,13975,423,2
0,33975,90,anakaris,the nightmare,0,8321717,29635,479,2
0,33976,90,silversamurai,link,0,16916326,18217,460,1
0,33977,90,kusaregedo,pizza,0,166580,195447,442,3
0,33978,90,sanji,uesugi kensin,0,399650,36517,385,5
0,33979,90,baby bonnie hood,trunks,0,6440735,32870,423,2
0,33980,90,batman,mr2.bon kure,0,558274,47311,427,4
0,33981,90,death ogre,wonder momo,0,8492406,26189,482,2
0,33982,90,mecha dragon,maxima,0,7950683,12752,449,1
0,33983,90,ghiaccio,majin vegeta,0,251790,58009,420,1
0,33984,90,ms. fanservice,usapi-,0,442669,156718,481,1
0,33985,90,remilia,kain,0,6437010,25839,472,2
0,33986,90,tenshi,k' xiii,0,2977921,16534,474,2
0,33987,90,spawn,she-hulk,0,222373,158320,451,2
0,33988,90,roronoa zoro,black widow,0,282746,33026,446,3
0,33989,90,cci jhun,rhadamantis,0,172128,111837,451,4
0,33990,90,cell,recoom,0,127067,98512,452,3
0,33991,90,yue,dora,0,495124,80616,441,2
0,33992,90,dhalsims,morfo,0,9422746,13892,457,2
0,33993,90,cc iron clara,aisha,0,8347952,13846,483,2
0,33994,90,sabretooth,edgar figaro,0,88504,76173,445,3
0,33995,90,goa,psylocke,0,16551370,13796,480,2
0,33996,90,hikaru,trunks,0,503036,19436,445,2
0,33997,90,wapiko,dora,0,464526,95644,472,2
0,33998,90,lightning,snoopy,0,515234,40834,437,2
0,33999,90,millia,ssj goku z2,0,1431171,128124,455,4
0,34000,90,avdol ver 2001/01/30 by camrat,nobuhiko,0,354882,41282,424,2
0,34001,90,medamaoyaji,hisui,0,335229,61494,439,3
0,34002,90,cm punk,master chief,0,526920,48109,435,2
0,34003,90,boxer,raditz,0,169764,77242,440,4
0,34004,90,athena,yuki in midday,0,94884,89404,403,4
0,34005,90,pizza,visbou,0,537746,25169,385,4
0,34006,90,ubu,kaguya kimimaro,0,2082360,7097,438,2
0,34007,90,shadow dio,agito_of_the_dark,0,2917237,14491,423,1
0,34008,90,yun,sanji,0,1607291,27229,414,2
0,34009,90,zombie,slayer,0,246431,146371,440,3
0,34011,90,zabi,rimle,0,845132,21757,409,2
0,34012,90,milan flare,yukimura,0,960672,11322,375,3
0,34013,90,spiderman,saito,0,113933,103704,400,3
0,34014,90,havok,shangtsung,0,272773,46386,403,2
0,34015,90,hawkman,vega,0,1156794,22668,424,2
0,34016,90,annie murakami,kamiccolo,0,81107,166457,372,5
0,34017,90,sirohime,sponge bob,0,594617,42846,476,2
0,34018,90,rasetsumaru,superboy,0,956816,9558,461,2
0,34019,90,dora,chaka,0,282606,44971,422,2
0,34020,90,itachi,kairi,0,193821,31125,362,3
0,34021,90,the flash,puppetmaster,0,1334792,36706,434,2
0,34022,90,marrow,nightwing,0,889099,12154,407,2
0,34023,90,kitanaininjya,homero,0,382008,176754,455,3
0,34024,90,ran yakumo,psyduck,0,2798520,22468,471,2
0,34025,90,donatello,jotaro kujo,0,327592,552131,429,3
0,34026,90,hinata,gogeta ssj,0,180474,47267,404,3
0,34027,90,luigi,astroboy,0,140495,42313,442,4
0,34028,90,takobue,master chief,0,86300,127298,487,3
0,34029,90,warachia,juan,0,646455,47846,456,2
0,34030,90,gideon,hanzou,0,549169,42470,444,2
0,34031,90,master hand,auron,0,2908923,14025,522,2
0,34032,90,the flash,spongebob,0,12701519,16424,560,2
0,34033,90,great gohan,grappler_hiyama,0,670470,38122,512,3
0,34034,90,torao onigawara,ruby heart,0,524130,30957,452,2
0,34035,90,batgirl,shadir,0,75084,85246,464,4
0,34036,90,youmu konpaku,alex mercer,0,1323185,16555,477,3
0,34037,90,guillotine gen,spawn,0,531712,50199,502,2
0,34038,90,evil ryu,elektra,0,678945,31213,498,3
0,34039,90,archangel,li xiangfei,0,532667,44180,475,2
0,34040,90,bloodrayne,windows me,0,6777104,14433,470,2
0,34041,90,cci jhun,nightwing,0,834736,23925,424,3
0,34042,90,layla,boo ssj,0,144201,84826,452,3
0,34043,90,rigby,nobunaga,0,172158,112207,501,1
0,34044,90,vega,bebi vegeta,0,101441,51983,460,4
0,34045,90,gohan school,exocist(dnf),0,337236,51122,505,3
0,34046,90,morrigan,princess peach,0,1050703,37680,520,3
0,34047,90,jack frost,nightwing,0,1109041,24872,530,2
0,34048,90,lafiras,i-no,0,3761502,14834,542,2
0,34049,90,homero,yamiyuki,0,9503799,20995,561,2
0,34050,90,colossus,sinestro,0,1479889,17613,505,2
0,34051,90,chipp,wing zero,0,396580,316091,562,3
0,34052,90,t. kawk,ultimat goku,0,491286,64214,544,2
0,34053,90,evil ken,great gohan,0,5210149,36795,567,2
0,34054,90,mash figaro,ojisama,0,512291,29864,538,2
0,34055,90,kanako yasaka,kakashi,0,9827071,11789,558,1
0,34056,90,spider-carnage,silver samurai,0,1000754,83473,570,2
0,34057,90,morrigan,gambit,0,1575014,28794,543,2
0,34058,90,clark steel,zarbom,0,4216804,12223,557,2
0,34059,90,black polnareff,popeye,0,172976,409076,598,3
0,34060,90,daimon 71113,vegeta,0,2100571,55552,561,2
0,34061,90,goku ssj5,baitang,0,40510,236203,492,5
0,34062,90,juan,docinho,0,436799,32799,543,6
0,34063,90,donovan,gotenks gt,0,1003235,74246,557,3
0,34064,90,remilia,chonshu,0,10120869,16603,576,1
0,34065,90,shizuha aki,matou sakura,0,6080367,26721,492,1
0,34066,90,kongou,wonder momo,0,8753492,32077,541,2
0,34067,90,joe higashi,piccolo,0,410603,28497,514,3
0,34068,90,polnareff,elektra,0,329613,64785,476,2
0,34069,90,raiden,sophitia,0,774863,95119,502,2
0,34070,90,charlie,inuzuka kiba,0,1088342,20665,456,2
0,34071,90,polon,mars people,0,9695913,43491,456,2
0,34072,90,gundam heavy arms,oda nobunaga,0,403384,31562,471,3
0,34073,90,firestar,manbou,0,1035482,18485,423,3
0,34074,90,shin gouki,mr1 daz bones,0,805086,27344,478,1
0,34075,90,sodom,rayman,0,2792229,16426,439,2
0,34076,90,walkyrie,cloud strife,0,133918,54881,390,2
0,34077,90,lizardman,glacius,0,310868,78266,433,1
0,34078,90,bison,hugo,0,885352,39424,522,2
0,34079,90,remilia,dodoria,0,8063739,34214,485,1
0,34080,90,cyborg t-8p,rouga_zanma,0,9966301,20401,466,1
0,34081,90,soujiro,evil ryu,0,313430,92624,482,2
0,34082,90,captain caveman,invisible woman,0,10672172,17233,551,2
0,34083,90,yamazaki 71113,tibigintou,0,3605014,70323,471,2
0,34084,90,sirohime,bulleta,0,439046,41616,460,3
0,34085,90,banshee,nightmare yamazaki,0,58729,91945,476,3
0,34086,90,super skrull,geese,0,250959,250547,491,2
0,34087,90,ash,leonardo,0,72778,92994,472,3
0,34088,90,miyako yoshika,xp(pro),0,5328253,10264,490,2
0,34089,90,sirohime,aquaman,0,434324,92658,500,3
0,34090,90,hyper neo-kamek,keiji,0,1786958,53332,547,3
0,34091,90,kim kaphwan,chise,0,1003064,23464,462,2
0,34092,90,evil ken,armor jack,0,322220,913986,496,2
0,34093,90,daffy duck,ikkyu,0,45112,566926,473,4
0,34094,90,cirno,trunks,0,1909205,20979,504,1
0,34095,90,evil ryu,waha-,0,1257791,251081,548,3
0,34096,90,mugetu,strong guy,0,3846975,29035,536,2
0,34097,90,chichi,tibigintou,0,623276,44662,480,3
0,34098,90,sissy,jissou seki,0,5500953,11230,374,2
0,34099,90,mai shiranui,great s. man,0,96761,51889,396,3
0,34100,90,moraga,yukari_swr,0,197812,318038,449,2
0,34101,90,barney,blossom,0,3902794,124417,490,2
0,34102,90,suika,superman,0,4917717,28282,511,2
0,34103,90,shuma gorath,daisy,0,5892321,19841,497,2
0,34104,90,nightmare the jujin lv3,vega,0,1028330,196310,557,5
0,34105,90,colonel sanders,brocken,0,373035,58910,480,2
0,34106,90,kilyousuke,pepe,0,1812513,23264,443,2
0,34107,90,arrange_shiori,scorpion,0,8965709,17356,480,1
0,34110,90,quicksilver,nobunaga,0,315320,29772,273,2
0,34111,90,cable,andore jr,0,277752,119765,322,2
0,34112,90,remilia,akane satomura,0,8307108,10862,355,3
0,34113,90,armor jack,archetype:earth,0,4128126,16783,425,2
0,34114,90,glacius,akaneko,0,1923408,23303,399,6
0,34115,90,hato sabure,aisha,0,4565688,7495,369,2
0,34116,90,captain caveman,vegeta,0,2175207,9481,447,2
0,34117,90,gohan school,bootleg ryu,0,354042,96551,383,3
0,34118,90,super skrull,chaos blanka,0,1046798,58820,392,3
0,34119,90,gaogaigar,shadow vegeta,0,1991752,10101,400,3
0,34120,90,possessed heita,zaku,0,1067838,35165,375,2
0,34121,90,masked rider 1st,alex,0,793912,93121,388,2
0,34124,90,shin scion,dinozord,0,4715240,4495,351,2
0,34125,90,robo rock,captain kuro,0,143271,79546,315,2
0,34126,90,wolf,sirohime,0,127435,204888,341,3
0,34127,90,iggy,sephiroth,0,756525,22820,358,2
0,34128,90,hatate_himekaidou,ryoko izumo,0,1388431,13480,306,2
0,34129,90,black widow,suwako moriya,0,105171,32314,181,6
0,34130,90,sanji,arlong,0,370200,45889,263,2
0,34131,90,youmu konpaku,evil ryu,0,721686,29899,328,2
0,34132,90,neodio,yoshimitsu,0,230708,69995,300,2
0,34133,90,polon,xanmi chan,0,9271139,11963,299,3
0,34134,90,rin natsume,nekonin,0,2776078,5166,157,1
0,34136,90,kilyousuke,95,0,1727010,15189,63,2
0,34137,90,ghetto warmachine,great gohan,0,540248,2847,67,2
0,34138,90,vegeta ssj5,geegus,0,54482,75650,165,2
0,34139,90,vegeta ssj5,psylocke,0,982159,16381,215,3
0,34140,90,mr. bison,matou sakura,0,32156,51215,235,3
0,34141,90,necorsair,franky,0,434584,7404,229,1
0,34142,90,sheen,nightwing,0,2849619,6230,244,1
0,34143,90,exocist(dnf),ojisama-chaos,0,21296,112354,243,3
0,34144,90,kouryu,blodia,0,267688,141389,280,2
0,34145,90,sanji,tensinhan,0,672409,14253,269,2
0,34146,90,kasumi todo,nabeatu,0,195127,23680,255,2
0,34147,90,youmu konpaku,anji,0,2140907,6217,293,2
0,34148,90,green ranger,zabuza,0,128879,52732,301,4
0,34149,90,dink smallwood,akuma,0,955166,29636,298,2
0,34150,90,itachi,oda nobunaga,0,165843,33855,283,4
0,34151,90,daimon 71113,sakura kinomoto,0,432390,753802,316,3
0,34152,90,cci kula,pepe,0,251224,177211,317,2
0,34153,90,yukari,shuh,0,8070024,12163,327,1
0,34154,90,minoriko aki,krillin,0,1953690,12861,321,1
0,34155,90,flash,yamiyuki,0,1632001,15347,309,2
0,34156,90,lupin the 3rd,cammy,0,92598,107728,281,4
0,34157,90,blossom,daimajin,0,242067,632178,325,2
0,34158,90,jam,duolon,0,2887034,13597,317,2
0,34159,90,fangore,green arrow,0,1016030,26946,305,2
0,34160,90,don patch,vaan,0,2241230,12423,313,2
0,34161,90,yuyuko & youmu,crono,0,10742030,6966,330,1
0,34162,90,link,midler,0,200809,40869,321,5
0,34163,90,yun,bullseye,0,619200,66108,300,2
0,34164,90,iwao,missingno.,0,29230,944937,323,3
0,34165,90,shanghai,hol horse,0,4268299,4319,321,2
0,34166,90,chibi naruto,guy gardner,0,391114,37380,281,2
0,34167,90,piyokong,vegeta ssj3,0,886461,20964,326,3
0,34168,90,zabogar,old school mario,0,628104,3370,101,1
0,34169,90,moleman,dizzy,0,478394,66792,339,4
0,34170,90,chaos hiryu,possessed heita,0,1035002,63467,324,2
0,34171,90,donatello,rayman,0,450794,22697,294,3
0,34172,90,gengetu,silver surfer,0,205530,154781,330,4
0,34173,90,hayato,spawn,0,1132727,13754,312,2
0,34174,90,proofed up matt,gaara,0,77113,233375,309,2
0,34175,90,astroboy,kensou,0,89327,66487,293,3
0,34176,90,lilith aensland,flash,0,243635,176289,297,2
0,34177,90,the thing,luigi,0,402593,33350,297,2
0,34178,90,elektra,kirby,0,51032,134998,268,2
0,34179,90,wakko,sakura,0,274802,20238,286,2
0,34180,90,hinata,nyaonyao,0,851358,27277,249,3
0,34181,90,g rugal,gundam heavy arms,0,941881,11974,271,2
0,34182,90,robo-kyii,tron bonne,0,25527,227526,256,3
0,34183,90,haohmaru,makoto,0,228535,44953,266,1
0,34184,90,akuma,ivy,0,446069,67264,252,4
0,34185,90,9,xp(pro),0,241795,22097,227,4
0,34186,90,hwoarang,sakon,0,289848,49138,214,4
0,34187,90,makoto,marie,0,7563584,19917,233,3
0,34188,90,li xiangfei,kyo kusanagi,0,883713,32829,210,2
0,34189,90,sasquatch,buttercup,0,3693452,21890,244,2
0,34190,90,mech zangief,yuri di aaaaaaa,0,3481750,5450,244,2
0,34191,90,yashaoh,rayman,0,283168,20556,234,3
0,34192,90,magneto,carnage,0,262623,54045,227,3
0,34193,90,young joseph,monk,0,4397305,5377,197,1
0,34194,90,lord ravenous,celes,0,14759,188472,210,2
0,34195,90,c3po & r2d2,viuda negra,0,1846931,3070,217,1
0,34196,90,orochi akuma,bloodrayne,0,7689586,19303,259,2
0,34197,90,sakura kinomoto,shaq,0,221477,59445,265,3
0,34198,90,cloud strife,_fake_kyo,0,236942,77434,221,3
0,34199,90,charlotte,eva-00,0,321987,22166,209,2
0,34200,90,flash,rouge,0,1097837,8506,176,1
0,34201,90,diablo_skeleton,ojisama,0,2170446,14409,199,1
0,34202,90,rajaayuri,ami,0,411300,19279,186,2
