"dabura",375,0,10,-5.46204582334998,0,1669,0,-0.0215645053859009
"daffy duck",376,12,25,-1.51620626074449,741,1494,1,-0.203514345078467
"daigo",377,0,28,-5.53219680404918,0,991,0,-0.022146616808698
"daimajin",378,10,2,2.63990442655849,1189,507,1,-0.301577514481821
"daimon 71113",379,49,2,5.58976236626968,1698,1506,0,-0.0577131675327391
"daisy",380,8,10,-0.496406559384922,374,987,1,-0.28678857065289
"dan",381,37,35,0.319141002946326,68,615,1,-0.305622392884174
"dandy j",382,0,1,-0.965334139675943,0,1054,0,-0.0040270252139323
"dante",383,5,36,-3.89564614508156,235,1714,1,-0.131237077986605
"dare devil",384,27,20,0.476003695456049,1275,1289,1,-0.219830771071713
"dark ash",385,6,50,-3.55124436146612,593,989,1,-0.23524445130908
"dark chun li",386,1,0,1.93603018936698,103,0,0,-0.00829121869310051
"dark donald",387,10,0,10.0367690401258,1694,0,0,-0.0329231093671653
"darkon",388,7,34,-2.70380013444623,1801,1423,1,-0.129321359420052
"dark phoenix",389,24,1,4.31762880989184,1628,1761,1,-0.0738105580592321
"dark psylocke",390,12,36,-2.25582812784425,115,1180,1,-0.283106059461916
"dark ryu",391,12,27,-1.68301279850609,466,1593,1,-0.21567678281728
"dark saber",392,3,1,0.065282813962083,1597,1277,1,-0.14103528820188
"darkseid",393,69,25,1.76681364686023,560,115,1,-0.2750910140075
"darkwing duck",394,3,10,-1.85369444389969,1721,563,1,-0.271285804991381
"darth vader",395,9,5,1.66848466640066,957,1763,1,-0.24599619719449
"date masamune",396,15,0,3.88665686484084,315,0,0,-0.0159601959656623
"deadpool",397,33,14,1.34978891289608,496,1373,1,-0.216725734216782
"death13",398,22,20,-0.783670066515698,1754,1454,1,-0.344352736473872
"death adder",399,38,2,3.98943489268773,1384,1071,1,-0.130202287407398
"death black shot",400,32,14,1.96584259579981,1059,271,1,-0.322156392976386
"death maul",401,12,24,-1.24892792793315,114,804,1,-0.352644825479554
"death ogre",402,37,0,5.33604151292982,688,0,0,-0.0214028490157047
"dee bee kaw",403,15,3,4.64917097802508,241,1243,1,-0.125895073889758
"dee jay",404,17,24,-0.324844999742691,1703,1849,1,-0.333282157008945
"demitri",405,43,7,2.73387692472388,345,475,1,-0.23594418407075
"despero",406,24,16,0.669965936566178,1066,530,1,-0.343086395213004
"det. garret laurel",407,29,14,1.16089832704453,1518,1763,1,-0.211949903409735
"devil_daigo",408,3,24,-4.69520664464338,221,221,1,-0.136519170286247
"devil daimajin",409,10,5,2.25011073908383,933,1765,1,-0.0865548248118861
"devil jin",410,8,5,1.4802816458449,774,1527,1,-0.449310825220415
"devil seaman",411,21,1,6.23164576788855,555,499,0,-0.0484345049348494
"devo",412,5,35,-3.76925360985721,1258,111,1,-0.246811570487979
"dhalsim",413,46,39,-0.505984683803213,1464,549,1,-0.82141157336489
"dhalsims",414,15,1,5.13463621094553,1007,543,0,-0.0394997270743977
"diablo",415,29,14,1.51583477876185,1696,530,1,-0.192350792346667
"diablo_skeleton",416,40,11,1.57172741445977,74,1347,1,-0.33961658064013
"diamondeye",417,17,0,5.82119913460595,1368,0,0,-0.0251502181272145
"dink smallwood",418,37,5,3.26292612756532,841,507,1,-0.166255287642825
"dinozord",419,0,46,-6.06839598305381,0,1663,0,-0.0240684964117823
"dio",420,13,13,0.944991521338091,1047,173,1,-0.740550776984821
"dio brando",421,16,75,-2.79228875241725,858,1757,1,-0.287556049678594
"dio di musca",422,23,27,0.0724483800249762,486,789,1,-0.277741640869382
"dizzy",423,5,13,-1.18114380791716,434,827,1,-0.23427019137209
"docinho",424,45,46,-0.294406859454622,480,1597,1,-0.288077065291672
"docock",425,23,22,-0.432844784029195,985,235,1,-0.314595245045398
"dodgers",426,17,20,-1.32175340688726,507,562,1,-0.494673298052085
"dodoria",427,13,28,-2.45953968493288,1763,98,1,-0.384998770046446
"donald",428,35,4,4.03522184016365,491,1536,1,-0.164866071297597
"donatello",429,26,28,-0.22447469881637,374,987,1,-0.239323101922123
"donovan",430,48,9,3.49187409180226,1427,187,1,-0.262531957204538
"don patch",431,7,4,2.29192503196956,713,1153,1,-0.285421391857339
"dooby dummy",432,37,4,3.65532992793713,556,481,1,-0.172079645742419
"doomsday",433,25,11,1.65686681712139,218,49,1,-0.324763033123759
"doparmin",434,18,26,-0.925859580251621,1246,1079,1,-0.308471997051094
"dora",435,26,24,0.606436405647396,1707,1616,1,-0.275728350308876
"doraemon",436,28,25,0.441787356496425,1419,1687,1,-0.480243042389998
"doruge",437,20,1,6.31333679730056,1392,387,0,-0.0314098373672188
"dosu",438,10,26,-1.84216204451085,40,1164,1,-0.243861955110402
"dragon",439,10,8,1.31613861355865,20,1672,1,-0.249737418795703
"dragon claw",440,39,12,2.55053008745259,430,168,1,-0.246567900150648
"dragon guy",441,2,14,-3.2119833104448,1853,547,1,-0.161111276568197
"drdoom",442,39,3,3.49665160290642,728,161,1,-0.199972413779437
"dr.doom",443,67,31,1.40054142566682,1490,1763,1,-0.313890193904459
"dr.gero",444,50,10,2.34341373554194,1274,1373,1,-0.197440448240466
"dr gero-and20",445,1,6,-2.86199889964398,684,1687,1,-0.46096015730598
"drill asamin",446,4,38,-4.57631314599296,1726,812,1,-0.0884906502895332
"d-rugal",447,20,21,-0.723568774534184,589,1602,1,-0.301393541831251
"drunk rock lee",448,8,3,2.23442584056663,276,1216,1,-0.109885077183915
"duck king",449,8,7,0.0704626674879522,93,1072,1,-0.107240127291658
"dudley",450,3,19,-2.684744266811,882,993,1,-0.219600465565598
"duke nukem",451,22,14,1.18745188797175,1673,243,1,-0.41841533071493
"dulton",452,2,16,-2.1558386538661,314,1215,1,-0.16976975999183
"dunbai san",453,0,1,-3.95960787254821,0,771,0,-0.0150689645881138
"duolon",454,1,10,-4.09810815922105,301,162,1,-0.314073122046629
"e-102r",455,6,41,-2.89564373535055,771,746,1,-0.296436428354156
"eagle",456,22,13,0.825881929610117,1014,1841,1,-0.224549432778772
"ecco",457,15,0,6.3202305782022,784,0,0,-0.0262766784466003
"eddie",458,15,1,4.96509896517528,1828,1531,1,-0.193408061813772
"edgar figaro",459,3,9,-1.17838839541456,1541,282,1,-0.196139322847596
"edward elrick",460,2,40,-5.26666981537376,167,1855,1,-0.088992452386409
"e. honda",461,19,7,2.2787986457235,1457,1296,1,-0.281602623408144
"eiji kisaragi",462,14,26,-1.40100130917904,1629,954,1,-0.270309889216303
"eiko magami",463,27,20,-0.299468143438645,783,248,1,-0.241113692293438
"elastigirl",464,16,23,-1.38455921917579,1424,562,1,-0.315125347368153
"elecman",465,17,25,-0.69894065253156,844,1507,1,-0.206242010570832
"electro",466,32,58,-1.15163344865328,110,1429,1,-0.238388031315788
"elektra",467,23,19,-0.0620761176828498,844,1271,1,-0.274134240019875
"elena",468,7,24,-1.31753030002481,1257,22,1,-0.213822189262545
"elisabeth blanctorche xiii",469,5,15,-2.47372546282607,118,427,1,-0.161222708860297
"eliza",470,10,3,2.83885549692018,1062,949,1,-0.218659039685783
"ella",471,35,17,1.49337933571588,214,1271,1,-0.278560990735119
"elongated man",472,14,18,0.124047867947242,1671,279,1,-0.312396365898119
"elsa_maria",473,1,10,-3.67758206308934,377,1037,0,-0.0509245511435087
"emerald",474,23,7,3.13535477197225,837,820,1,-0.173329512813894
"emerl",475,21,24,0.120439689567764,405,1683,1,-0.449233517322623
"emma frost",476,22,24,-0.380709357502989,178,248,1,-0.287277230355372
"emperor",477,3,12,-3.95217956761085,813,88,1,-0.200758706768375
"enja",478,13,7,0.498657092818812,58,1460,1,-0.25256640973407
"enya",479,11,40,-2.97968909243338,548,1645,1,-0.251835319797908
"eri_hasumi",480,20,10,1.57554187750667,556,600,1,-0.596139978666947
"eriol hiiragizawa",481,37,8,2.49195541204798,432,911,1,-0.271950377584098
"erza",482,13,14,-0.16316326806075,1763,279,1,-0.247600065446954
"esmeralda",483,37,13,1.83868207239613,836,1763,1,-0.297111263121848
"e-terry 71113",484,40,6,3.71523951436492,491,1235,1,-0.180570821962444
"etna",485,1,9,-4.6005660930836,1442,326,0,-0.0324066286521605
"etrigan",486,28,16,1.30478715033251,949,422,1,-0.390801877995327
"eva-00",487,7,9,0.0552757977413325,552,331,1,-0.281363067017825
"eva-01",488,4,7,-0.468599202366619,766,1003,1,-0.257134492486916
"eva-03",489,2,9,-1.42976333670426,1005,1092,1,-0.306082627972433
"eva-05",490,13,5,2.23208724102483,1809,1721,1,-0.43090705125425
"evil dan",491,50,4,4.09444375654668,712,484,1,-0.0962454844511551
"evil homer",492,29,11,1.76422055762177,1661,102,1,-0.346064075995971
"evil ken",493,98,7,4.83888922216887,1498,1284,1,-0.131143856629385
"evil kung fu man mkii",494,12,5,2.36472928962322,1172,370,1,-0.151257546266039
"evil ranger",495,24,16,0.764022675665231,264,279,1,-0.208702510316992
"evil ryu",496,152,75,1.44341892809702,560,1687,1,-0.340104271039823
"evil soul",497,29,3,4.24017902932672,654,858,1,-0.098480129159156
"exocist(dnf)",498,7,34,-2.62245416774836,1004,60,1,-0.256615790356985
"exredking",499,11,0,7.71987764981104,411,0,0,-0.0316093823941152
"_fake_kyo",500,17,36,-1.89346789319351,942,692,1,-0.1896736312855
"fakir",501,17,5,2.35830466277103,1790,1432,1,-0.101430042221191
"fangore",502,12,4,2.67923545926555,817,1718,1,-0.182528606323958
"fat albert",503,39,42,-0.40753385756524,1151,223,1,-0.253184677850607
"fat boo",504,29,27,-0.280389179904436,1421,731,1,-0.257738229478848
"faust",505,36,12,1.57652686849608,1133,1496,1,-0.276630486940931
"fei-long",506,6,15,-2.10880379380523,795,205,1,-0.236896320462406
"felicia",507,40,29,1.5159974546938,720,156,1,-0.814838482054693
"ferroman",508,32,6,2.54756715053656,1760,315,1,-0.168028639784201
"finale sula",509,2,2,6.44790816194857,1301,1694,0,-0.144650556461427
"finn and jake",510,6,11,-0.429480813164998,1347,1456,1,-0.18152109143122
"fio",511,7,19,-2.22783679127623,1742,724,1,-0.316257112080987
"firebrand",512,29,28,-1.07489113889023,207,891,1,-0.302076337834234
"fireman",513,13,26,-1.13212383811543,976,1109,1,-0.258298801934918
"firestar",514,10,17,-1.23780273266585,17,824,1,-0.184407803414929
"flan",515,14,0,6.36751845360148,1021,0,0,-0.0263658077517328
"flandre scarlet",516,20,11,1.21546213373998,752,860,1,-0.339296736909057
"flash",517,44,48,-0.198949914533666,1717,1035,1,-0.318296763609375
"flonne",518,43,1,5.31898593538135,1021,588,1,-0.0593364405416499
"floren",519,10,33,-2.01669489901355,959,711,1,-0.332122358666925
"footee",520,11,1,6.35765656842391,328,1830,0,-0.0876643017392744
"fordy",521,39,9,2.91169984028345,556,128,1,-0.278469479106402
"fou-lu",522,8,11,-1.74792328843357,605,301,1,-0.160390457002713
"fox mccloud",523,18,33,-1.07958728389532,1722,709,1,-0.261583943068216
"foxy",524,2,19,-3.87420917809323,1334,562,1,-0.144712549736323
"franko",525,32,11,1.51781349122386,797,1627,1,-0.260721598601365
"franky",526,12,20,-0.256249735377362,1729,1331,1,-0.366942979385694
"freeza 100%",527,2,31,-4.37918824923285,1461,1302,1,-0.211330372984442
"freeza 1st form",528,0,2,-2.83374702923351,0,1778,0,-0.01094930962716
"frieza",529,38,14,1.73685485000026,481,1742,1,-0.240097464931229
"frog",530,28,47,-0.886818540816838,1324,101,1,-0.574441335844245
"fubuki",531,14,1,3.96934593576091,582,1374,1,-0.048237821072147
"fubuki sakuragasaki",532,4,35,-3.63005145611692,152,167,1,-0.16844225002106
"fugo",533,2,11,-3.36837533265951,22,562,1,-0.199440086169516
"future trunks",534,47,47,0.1076078275492,1333,1041,1,-0.490040241266331
"fuuma",535,6,5,0.133518862310188,172,1124,1,-0.259578792901613
"gaara",536,7,31,-1.82371809547819,391,391,1,-0.198930022575383
"gadalar",537,1,13,-4.09944927811783,1825,1775,0,-0.0283880345971682
"gaits",538,23,15,1.73317423594914,1577,1222,1,-0.300243996992133
"gajeel",539,10,7,0.356850909568038,34,1440,1,-0.365013817568525
"g-akiha",540,41,10,2.59789882510878,270,1657,1,-0.458177895301671
"galactus",541,1,0,2.44983139297426,614,0,0,-0.0105308130195288
"gambit",542,20,68,-1.74501838816217,534,235,1,-0.282792239044571
"gamera",543,18,0,7.34476982011673,928,0,0,-0.0308182570936708
"gaogaigar",544,15,1,5.11349468853484,712,16,0,-0.0555479796260694
"garagaranda",545,12,1,5.51741389383472,588,657,0,-0.0633091241991642
"garfield",546,9,30,-2.76484916977239,413,190,1,-0.337791640964155
"garlic junior",547,7,34,-2.82895202087009,49,1015,1,-0.210300183416958
"gato",548,16,21,-0.962927885115145,1502,479,1,-0.251442975477024
"g-bit",549,3,33,-4.90948289074012,413,808,1,-0.251832529332685
"gecko moria",550,3,10,-2.69120457266777,59,696,1,-0.119496478753374
"geegus",551,15,8,1.11659327465704,1756,1729,1,-0.142155212147246
"geese",552,71,46,1.13195123566853,316,825,1,-0.458803958893651
"gengetu",553,17,7,2.17707447095144,1508,789,1,-0.381314122491323
"gentarou&foze",554,0,9,-5.20976682903285,0,171,0,-0.0206734118747413
"gertrud",555,6,1,5.04153269743616,806,411,0,-0.109252133164863
"ghetto warmachine",556,68,12,3.22593402763769,1653,480,1,-0.212034671551059
"ghiaccio",557,14,2,3.21573825199896,1153,985,1,-0.20060220296417
"ghost rider",558,31,9,1.55513394527809,835,1722,1,-0.275240317548169
"giano",559,40,16,1.48939431527481,1502,230,1,-0.229251598493952
"gideon",560,41,8,3.14524994893449,1321,496,1,-0.16902644881058
"gill",561,14,22,-0.864797521407748,1616,363,1,-0.22193473678651
"ginew",562,19,109,-3.10325389820337,426,1660,1,-0.204229313986241
"giorno giovanna",563,3,5,-1.81984829264733,394,398,1,-0.236277888309114
"giro",564,19,9,1.44713305288085,1419,1440,1,-0.467522782073249
"giron",565,12,0,5.65435437194915,720,0,0,-0.0224215762482142
"giygas",566,1,0,5.95302574517191,157,0,0,-0.0239733774244084
"glacius",567,21,24,-0.557246671837797,1175,632,1,-0.273268021221182
"goa",568,15,1,3.9718116682452,713,1635,0,-0.028479513237644
"goat",569,3,7,-0.971780667828656,314,604,1,-0.145688195591137
"gobotenn",570,6,29,-3.53281494802942,1617,607,1,-0.161728490098149
"god gundam",571,3,6,-1.2533650171964,899,851,1,-0.125469338706354
"god ken",572,13,25,-2.27547504576882,1682,1320,1,-0.248164577039716
"godman",573,30,13,1.2671843249617,1189,1005,1,-0.180606775490498
"god yuri",574,13,10,-0.491072306398905,42,1143,1,-0.230623062613277
"godzilla",575,31,22,0.295639227874341,820,1266,1,-0.38937656263331
"goenitz",576,36,6,2.49453509655314,1475,1561,1,-0.282655245140187
"gogeta ssj",577,6,48,-3.49028548951644,311,1767,1,-0.13971833172172
"gogeta ssj2",578,5,3,-1.07400135158226,1786,279,1,-0.150259807363861
"gogeta ssj4",579,58,98,-1.30918015843918,862,12,1,-0.359290286060524
"gogeta super saiyan 3",580,21,16,0.558049409098848,679,1249,1,-0.241383172398675
"gohan fight money",581,13,36,-2.26753429409162,1809,1592,1,-0.491082170180675
"gohan  grande normale",582,46,9,2.90916454352863,1368,760,1,-0.255514478026073
"gohan gt",583,1,3,-3.18474200471509,1018,1593,1,-0.203480134820289
"gohan saiya-jin ex",584,19,23,0.801154369306279,1029,936,1,-0.275816127830351
"gohan school",585,23,19,-0.332052490582627,1606,722,1,-0.231263003906214
"gohan ssj2",586,11,23,-1.06756816848564,663,1647,1,-0.296876372950837
"gohan ssj3",587,7,0,3.88291333689369,443,0,0,-0.0157446204163692
"gohan ssj4",588,45,4,5.07822428917443,1441,1103,1,-0.253920094689829
"gohan ssj5",589,19,17,-0.282279436193794,1781,434,1,-0.297866557634568
"gohan zeta",590,27,21,0.413791343080638,1732,301,1,-0.277755942403505
"goku",591,14,3,4.85586112121927,1253,1462,0,-0.12859480287585
"goku db",592,5,29,-2.43104105250233,498,1636,1,-0.125132603600263
"goku gt",593,48,40,-0.329865207927124,701,1785,1,-0.399988058588614
"goku gt ssj3",594,7,22,-2.21208051578975,1424,857,1,-0.328163277862202
"goku kaiouken x4",595,9,35,-2.89196528802847,1503,1343,1,-0.20909567154425
"goku kid",596,7,39,-2.65860566905586,1283,1767,1,-0.232492289553158
"goku kid_ssj",597,2,1,1.72371160912173,895,1235,1,-0.345779957406073
"goku nex",598,36,10,1.69271112840914,1809,719,1,-0.231548240697346
"goku normal hd",599,7,33,-2.74761879171362,274,59,1,-0.284814367222101
"goku pce",600,7,22,-1.89371663198281,480,988,1,-0.286943339475625
"goku sayajin",601,12,25,-1.46205775006139,534,63,1,-0.315460536803764
"goku sb1",602,1,53,-4.91944446889496,1302,1726,1,-0.0683521817392282
"goku ssj2",603,25,25,-0.955367498773273,1005,1610,1,-0.267275253571786
"goku ssj3",604,21,16,1.00816877146698,77,49,1,-0.37550379149542
"goku ssj 3",605,9,29,-1.97133266531833,534,519,1,-0.274158479666095
"goku ssj4",606,1,2,-0.231851689289697,504,172,1,-0.393666496973223
"gokussj4d",607,4,48,-3.53838340297634,153,781,1,-0.115372519143969
"goku ssj4 db final bout",608,33,13,1.41020762990815,393,486,1,-0.187960058327126
"goku ssj5",609,9,27,-1.85340792141348,169,1687,1,-0.221653822119432
"goku ssj gt",610,5,37,-3.89100410109478,1135,12,1,-0.125335892820774
"goku transformer",611,25,18,0.139866662310371,195,1526,1,-0.28648982766991
"goku z2",612,15,4,3.09722173749309,1336,22,1,-0.345435133007342
"gold lightan",613,11,0,6.12708227759041,894,0,0,-0.0244184161505234
"gold warmachine",614,15,30,-2.15753434032341,1074,1786,1,-0.435775794830219
"golgo13",615,3,11,-1.81180115771869,381,632,1,-0.479930970589079
"gonzales",616,32,1,5.14494315177732,1472,928,0,-0.0471725976231003
"google",617,0,16,-5.76171200455705,0,610,0,-0.0227839097076568
"gorunks ssj4",618,12,40,-2.99378832914193,1545,1657,1,-0.364254942698579
"goten",619,7,31,-3.33335819421923,1637,1573,1,-0.24138571835016
"goten gt",620,46,45,-0.15259312709012,275,1592,1,-0.329377021437683
"goten gt nex",621,25,9,1.42136465263569,1011,1689,1,-0.334601853987894
"gotenks",622,2,5,-2.51359628095158,330,1096,1,-0.399810857680371
"gotenks gt",623,25,17,1.84327915275165,38,231,1,-0.41076584814589
"gotenks ssj",624,20,21,-0.733915689325024,187,1180,1,-0.321970270011162
"gotenks ssj3",625,0,9,-4.74751624065477,0,136,0,-0.018757698914684
"gouken",626,34,14,1.44742574616502,1572,231,1,-0.342499628971758
"'gou no ken' kenshirou",627,23,18,0.0404327939999878,122,1606,1,-0.238741883031631
"g project",628,11,3,3.45484532328668,826,725,1,-0.455051216115187
"grappler_hiyama",629,7,39,-4.26228162581917,243,170,1,-0.223963932522183
"gray fly",630,24,15,0.365962704921257,1479,1627,1,-0.28642197911245
"great gohan",631,13,23,-2.2245870121804,228,984,1,-0.385502705743279
"great saiyaman",632,13,37,-1.70843251248039,567,1088,1,-0.267736206966894
"great sayaman",633,1,2,-4.22100977435831,1549,1385,0,-0.038454265118698
"great s. man",634,16,26,-1.71379415304574,365,1651,1,-0.306502945509068
"green arrow",635,24,15,0.6338969395678,1207,155,1,-0.356289031803352
"green devil",636,0,2,-3.53852990629168,0,1578,0,-0.0148508745773239
"green goblin",637,16,28,-1.1550278648079,534,1852,1,-0.293402313354682
"green lantern",638,34,10,2.24022383040535,693,281,1,-0.223164093094063
"green lantern gg",639,31,5,2.08794217999511,1315,496,1,-0.139079588890754
"green lantern js",640,14,14,-0.0410231660999796,733,1233,1,-0.256460776571309
"green ranger",641,14,20,-0.731985654381471,882,231,1,-0.287342766771104
"gregorius:nmky",642,11,8,0.457148402158612,553,293,1,-0.272990165523776
"grievous",643,14,4,1.97330162198983,1745,1189,1,-0.196499006803594
"grover",644,6,31,-3.18724485219304,1687,1454,1,-0.160257340376801
"g rugal",645,80,25,2.45514663541108,780,1023,1,-0.291867007569952
"g silver",646,14,3,2.52747319591014,797,866,1,-0.138820925581472
"guerrero divino del dragn",647,3,30,-4.34395034008887,145,683,1,-0.141245697392184
"guile",648,20,28,-1.16817035647681,1616,879,1,-0.289363354196189
"guillotine gen",649,7,3,1.87606083891254,360,1432,1,-0.105962391894465
"guldo",650,1,4,-1.17630261810109,128,1434,1,-0.221302214268873
"gulool ja ja",651,14,4,3.12556008050451,66,1709,1,-0.094155748524501
"gundam heavy arms",652,17,26,-1.48251333189509,1721,614,1,-0.303391590204493
"gurocure",653,0,3,-5.08763110675941,0,1266,0,-0.0204070577930791
"guts",654,7,1,3.83576098343053,432,497,1,-0.161920597133837
"guy",655,36,12,2.07272351585751,1445,279,1,-0.317555261597324
"guy gardner",656,7,32,-2.48486848900687,1593,1320,1,-0.152926836986869
"gyaban",657,15,0,7.00046437355003,545,0,0,-0.0283429496742696
"gyaos",658,11,1,4.82321188104475,1565,176,0,-0.0483906418986366
"hads",659,2,19,-3.7347435674485,100,1664,1,-0.147108709205476
"hagen",660,22,27,-0.630320478521934,1802,310,1,-0.264979713620607
"haggar",661,33,19,1.23306920884922,1379,1461,1,-0.340342265927004
"haku",662,11,27,-1.43505841238407,552,231,1,-0.289863807566868
"hal jordan",663,21,17,0.318025363097191,911,586,1,-0.424844070994108
"hancock",664,2,10,-3.17342690168537,879,500,1,-0.159816916697591
"hanny",665,0,32,-6.73556578123966,0,225,0,-0.0282366431066703
"hanyuu",666,19,4,1.59680852047924,1014,538,1,-0.158040783331498
"hanzou",667,5,13,-1.47906440837872,1270,1540,1,-0.153336607602596
"haohmaru",668,44,18,2.11378574993616,158,139,1,-0.233372026453282
"harley quinn",669,20,22,-0.764603475315254,1763,118,1,-0.29794271552205
"harpagos",670,8,37,-3.2994357812231,721,1546,1,-0.207055324043226
"haruhi suzumiya",671,27,9,2.57964953716137,1710,1275,1,-0.170171965275187
"haruno sakura",672,20,31,-1.75782339861844,849,1556,1,-0.346611983663793
"hatate_himekaidou",673,27,6,2.98322306382545,1310,1600,1,-0.193707448750809
"hato sabure",674,40,8,3.51604959463045,1438,1307,1,-0.194799168636752
"hattori hanzo",675,11,0,4.76030408244921,1809,0,0,-0.0193015774467162
"hauzer",676,15,0,4.98722925633688,739,0,0,-0.0209663142074322
"havok",677,12,23,-1.13528833711864,719,734,1,-0.278307095829534
"hawkman",678,20,6,1.75403410671454,481,68,1,-0.192927813256703
"hayato",679,30,17,1.46527228821123,370,1612,1,-0.400717489247346
"h-duolon",680,21,3,4.06967816653909,712,1475,1,-0.142422287677735
"heart",681,19,0,5.51920562515068,870,0,0,-0.0228368724807506
"heavy strike",682,8,4,0.657822523409407,1780,1167,1,-0.145538808790336
"hebiitigo",683,2,45,-4.2152920216726,991,644,1,-0.0771233637968178
"heihachi mishima",684,48,59,-0.664106437492664,349,167,1,-0.333013141479172
"heika",685,5,31,-3.83614843206629,1271,1800,1,-0.24294414017889
"heita zinnai",686,0,23,-5.73434788595022,0,940,0,-0.0232409812688285
"helion",687,24,9,1.65358928369921,351,274,1,-0.33200281343186
"hel'lauren",688,38,5,3.724355194671,671,849,1,-0.123854573268428
"hellboy",689,31,10,1.54923176829579,1395,1722,1,-0.29744678738062
"he-man",690,13,31,-1.71481172027934,1440,1519,1,-0.246441743445023
"henri",691,4,23,-3.08058016065468,619,1852,1,-0.118982405676262
"hercule gt",692,6,42,-3.57160798292504,500,885,1,-0.196646489144191
"hibiki",693,27,9,1.80522045120906,1425,1652,1,-0.289666055560104
"hideo&kyoko",694,11,26,-1.30180300934592,476,1143,1,-0.258726519012906
"hiedano akyu",695,22,4,3.0032264543616,1465,1471,1,-0.148783418000031
"hiel",696,2,7,-2.33689262615046,1597,95,1,-0.369040593424738
"higashikata josuke",697,5,5,-1.06928249188553,1258,1440,1,-0.207394939121199
"highway star",698,5,3,0.260612308293713,355,1440,1,-0.212486376686789
"higyo-pam",699,14,23,-1.42320013271302,1575,1103,1,-0.26280494344956
"hijiri byakuren",700,2,0,2.35783082301739,340,0,0,-0.0099494589516553
"hikaru",701,27,21,0.416485970705363,1595,352,1,-0.218957428018902
"hina",702,6,5,1.87402156131365,483,47,1,-0.358028274125869
"hinata",703,16,30,-1.52684464355547,1819,156,1,-0.27969288054351
"hirasawa_yui",704,3,27,-3.09337141047473,1016,1138,1,-0.122637211994758
"hisame shizumaru",705,19,15,0.71278375691523,486,1685,1,-0.250589235577217
"hisui",706,31,4,3.28640808988637,66,906,1,-0.144658094771714
"hisui&kohaku",707,6,44,-3.59898359534302,1784,922,1,-0.143350389784678
"hobgoblin",708,34,59,-1.06201759306125,207,1775,1,-0.286351925220104
"hokage",709,7,36,-3.26145081122022,413,1771,1,-0.305797411256807
"hol 'butt king' funtimes",710,7,33,-3.14677203459162,1597,1041,1,-0.244741796326139
"hol horse",711,8,36,-2.69951518978864,1289,946,1,-0.242061553058322
"holy ken",712,52,6,4.19680942822183,1465,680,1,-0.114467704920655
"homero",713,35,11,2.27505946150321,906,1461,1,-0.248138419810371
"honda asuka",714,1,0,2.21145740152628,1563,0,0,-0.00871850124345399
"hory marlu",715,13,28,-2.02431220598106,352,609,1,-0.227439598408596
"hoshi kage",716,6,12,-1.08382501741539,259,1588,1,-0.1477623746099
"hotaru",717,52,20,1.87465227070302,1243,969,1,-0.298162117148394
"hotaru futaba",718,21,8,2.32130709749992,748,1673,1,-0.112191232259041
"hugo",719,51,43,0.228154378139767,393,1171,1,-0.391763092175378
"hulk",720,29,4,4.15830547088111,1369,507,1,-0.252845987664953
"hulk 2099",721,12,26,-1.8344584622425,1063,670,1,-0.346840480146857
"human torch",722,9,23,-2.00743099533907,585,1815,1,-0.376461353228411
"huninki",723,0,7,-5.68755377573451,0,1302,0,-0.0228196549653349
"hwa jai",724,6,25,-3.1860292368971,511,1512,1,-0.243264561289361
"hwoarang",725,6,9,-1.32072442177647,628,546,1,-0.660638493574884
"hydra",726,0,1,-2.73806440670766,0,1502,0,-0.0113120054084623
"hydron",727,9,0,5.4341745390677,318,0,0,-0.0217792672261136
"hyoga de cisne",728,31,4,2.67791147827785,1760,1014,1,-0.165564985734163
"hyper buu",729,3,32,-4.8760135018213,231,1077,1,-0.197932383701743
"hyper neo-kamek",730,41,1,5.55836750305331,491,1316,0,-0.034622317301997
"ibuki",731,35,57,-0.675526383240274,274,618,1,-0.324556561639333
"iceman",732,27,17,1.1369370946491,1010,1304,1,-0.260065430825909
"ichi",733,30,13,1.11756987898966,1508,640,1,-0.258698524392694
"ichigo",734,5,12,-1.63756512513522,512,1218,1,-0.331358521159507
"ichijo akari",735,3,23,-3.726555430958,1083,1847,1,-0.105629469924887
"iggy",736,25,23,-0.587004406432077,413,1121,1,-0.188126397680816
"ik borodin",737,22,10,1.82964646033137,372,860,1,-0.271123820197225
"ikisan",738,2,31,-3.9697507036709,366,479,1,-0.0622111373628082
"ikkaku",739,27,5,3.49964240308732,38,1751,1,-0.118282778921965
"ikki",740,27,13,1.32569098399213,1600,49,1,-0.452772160206248
"ikkyu",741,4,10,-0.970675242245755,1231,376,1,-0.285776807687661
"ino",742,10,35,-2.77379240141673,1424,1180,1,-0.278318588187307
"i-no",743,7,19,-2.574173976539,1005,1514,1,-0.553485731326315
"insane hiryu",744,9,23,-0.846046452983644,1181,1263,1,-0.238496497090379
"inspector gadget",745,0,4,-4.61694043788719,0,902,0,-0.0180392163296745
"inuzuka kiba",746,7,39,-3.71115887689049,455,856,1,-0.134487106083282
"invisible woman",747,11,33,-2.312288699677,1531,1716,1,-0.368366809344255
"iori 71113",748,35,9,2.57077821868421,440,113,1,-0.222799426848777
"iori yagami",749,7,19,-2.11987491775351,120,385,1,-0.266978033016581
"iron lantern",750,24,16,1.46215041440569,760,1525,1,-0.332587283701946
"ironman",751,32,15,1.48979459668328,558,1424,1,-0.316741655469706
