"bebi vegeta form 1",191,2,5,-1.59348309317182,1839,1135,1,-0.291160842870625
"bekkamu",192,5,4,2.22500917034488,900,849,1,-0.212159577379901
"bekkamu2",193,10,2,3.81676635457948,1030,333,1,-0.23169266552217
"bender",194,0,1,-2.52278492161453,0,218,0,-0.0101370242551317
"benimaru",195,18,13,0.955225612261871,45,1666,1,-0.401498452445482
"benimaru_xiii",196,4,19,-1.9700667532224,1367,956,1,-0.147722156867919
"bernkastel",197,14,0,5.79523473016491,773,0,0,-0.0230486261713288
"berserk",198,33,1,5.17325488076158,1761,1316,0,-0.0343917556628476
"berserker",199,7,3,2.27832698666726,1457,406,1,-0.341836630755925
"big chicken",200,9,21,-1.58128069710465,1595,42,1,-0.265928387114552
"billy lee",201,35,7,2.95317480551547,1583,1275,1,-0.14916787360848
"billy_xiii",202,4,18,-2.98238489112526,1145,1603,1,-0.372600862436814
"bin laden",203,10,0,4.03854615047821,1011,0,0,-0.0166129333610522
"biohazard",204,2,0,4.00293350052019,1534,0,0,-0.0165456356350357
"bishamon",205,10,31,-1.78641588985804,215,634,1,-0.206003464905055
"bishop",206,34,12,1.9616337869477,1781,1373,1,-0.23680492535214
"bison",207,38,26,0.910561099875335,521,512,1,-0.460222974606579
"bizarro",208,19,18,0.197193644290037,71,49,1,-0.362450475601663
"black adam",209,25,22,0.463047894872284,1600,1440,1,-0.305792747103911
"blackheart",210,37,6,3.08473425812753,1082,374,1,-0.234996323793089
"black manta",211,4,41,-4.74693691607421,1711,1018,1,-0.073433365318228
"black mask",212,23,21,-0.091168340023527,540,1637,1,-0.402223903287592
"blackmore",213,12,5,2.64784845256229,1670,331,1,-0.422168869257879
"black polnareff",214,12,5,1.88887701799539,1235,471,1,-0.209329541912032
"black ranger",215,13,22,-1.150374877159,169,205,1,-0.194984768707271
"black.t",216,0,29,-6.13013950748772,0,809,0,-0.0246762407769247
"black tiger",217,45,3,3.89336251605634,1379,1438,1,-0.0789054053163162
"black widow",218,37,16,2.05498282807525,96,305,1,-0.259430000967248
"blade",219,11,3,2.25368195768257,643,218,1,-0.160575593864936
"blanka",220,10,32,-2.6285790513137,742,421,1,-0.198692271732818
"blaster",221,2,52,-4.91218487075082,1266,408,1,-0.112399322733075
"blaze agent",222,42,9,2.9042230556131,1565,276,1,-0.182130052068942
"blaziken",223,7,17,-2.74411359870458,503,1783,1,-0.408516236390405
"blizzard",224,16,2,3.34967898871942,163,75,1,-0.12670907757952
"blob",225,1,75,-5.8663101203183,665,1569,0,-0.0339703369802198
"blockhead",226,16,25,-0.913442477762315,284,672,1,-0.301832389960837
"blodia",227,30,15,1.73447452697954,1499,311,1,-0.388398894221003
"bloodrayne",228,20,15,-0.196822672292326,1737,631,1,-0.281936726678293
"blossom",229,15,10,2.17332717279237,1236,1005,1,-0.337802565504292
"blue destiny 2",230,24,17,0.660973944424824,492,1137,1,-0.351118337396584
"blue ranger",231,22,56,-2.14886689509001,623,729,1,-0.564261374826056
"b. magic girl",232,3,31,-2.83608225907113,243,1814,1,-0.115448174374151
"bojack",233,6,34,-3.80864027943511,1639,41,1,-0.204174549583086
"bomber man",234,19,18,0.366485801182988,1395,534,1,-0.35610957204089
"boo",235,9,40,-2.91048503091538,425,383,1,-0.232631258127446
"boo ssj",236,30,9,1.99118052256912,1237,274,1,-0.253325889074782
"bootleg ryu",237,12,30,-1.94055201663903,115,755,1,-0.240437150872722
"boss zeroko",238,12,3,4.32713767312538,1012,773,1,-0.154854568762095
"boulma",239,24,23,-0.0655706560532911,357,105,1,-0.44204667131415
"bowling ball",240,10,5,1.27563150933785,529,289,1,-0.270381076142563
"bowser",241,15,1,4.19605063014893,763,403,1,-0.0784321013689759
"boxer",242,3,9,-2.64871729273032,1171,1634,1,-0.193785184259896
"bra",243,34,70,-1.53323050090568,1502,991,1,-0.533622017308492
"brainiac",244,4,49,-4.02844555545297,149,562,1,-0.0817325358907356
"briaaaaaaaaaaaaaaaaan",245,1,7,-2.25739895142822,164,580,1,-0.0291483053038789
"brian griffin",246,9,36,-2.33960646613991,1001,792,1,-0.329263075363422
"bridget",247,29,4,3.94376618017838,484,1282,1,-0.168916760350744
"brimstone",248,11,32,-1.97231309079674,826,546,1,-0.465238562710724
"bristol",249,7,7,-0.857267590461009,1461,504,1,-0.217100537792026
"broccalon",250,4,9,-2.45825686429801,1015,35,1,-0.249045877785615
"brocken",251,2,1,0.744353341338228,1593,358,1,-0.0760209730067649
"broken",252,35,4,3.7991807726519,906,1309,1,-0.0742724224323363
"broly",253,20,6,2.0617802025588,1824,284,1,-0.281253242904612
"brook",254,4,5,-2.58404712721215,849,223,1,-0.738014375251497
"bruno bucciarati",255,10,5,1.74108890992946,1527,168,1,-0.222968278436498
"bubblegum",256,4,11,-2.4005541372371,73,1118,1,-0.216646963018999
"bubbles",257,0,1,-0.806277978573321,0,1462,0,-0.00313821611641703
"buggy",258,4,7,0.142107382542598,1561,733,1,-0.238096446712147
"bulleta",259,11,17,-1.15804320101618,45,131,1,-0.354321996548083
"bullseye",260,37,11,2.24283332034476,1577,420,1,-0.249872981574445
"burai_yamamoto",261,1,21,-4.43302820652185,879,941,1,-0.129534552407809
"burta",262,4,4,-0.48593458843865,67,593,1,-0.295814148065394
"burter",263,32,9,2.02406950295982,645,127,1,-0.260770508211569
"buttercup",264,15,22,0.295144390842037,876,1199,1,-0.649369996248034
"butt-head",265,29,20,0.238196757467113,1502,314,1,-0.308317147800287
"butz",266,1,11,-3.24105209069973,989,1775,1,-0.0738550723413863
"byakuya",267,16,10,0.0121984751221381,1005,579,1,-0.327873291898901
"c-19",268,23,22,0.574242863745854,75,1088,1,-0.32695636501432
"c3po & r2d2",269,17,2,4.35305546451338,1632,1395,1,-0.233054416485217
"cable",270,36,5,3.53971849653416,628,540,1,-0.134773117445557
"cactuar",271,19,19,0.789593377700116,38,1763,1,-0.430227945137768
"caesar",272,0,12,-5.57183645527656,0,1771,0,-0.0224630621571796
"calliel lezai",273,0,12,-5.58820550119109,0,354,0,-0.0221371966554883
"cammy",274,56,40,0.738312444298986,1196,599,1,-0.489380395304905
"capella",275,28,16,1.35176996833743,1779,620,1,-0.283047194519864
"captain america",276,60,29,1.71019260882508,222,1719,1,-0.255215492104827
"captain caveman",277,39,9,2.8929359105376,906,816,1,-0.326639712043548
"captain commando",278,52,22,1.47673567764881,1115,1409,1,-0.231079829938709
"captain ginyu",279,26,56,-1.50084219049762,277,1726,1,-0.68417458606494
"captain kuro",280,3,12,-1.62710009186431,939,1364,1,-0.216614086488744
"captain marvel",281,55,37,0.9238845088086,638,22,1,-0.344284996990277
"captain marvell",282,23,20,-0.138455239836306,684,1466,1,-0.181359159836056
"caramelman no.2",283,8,3,1.14654187745831,849,1721,1,-0.248432459170387
"carnage",284,59,33,1.30368107872645,1555,307,1,-0.453165792699423
"cartman",285,5,35,-3.05885746510444,1687,119,1,-0.114452686905044
"catwalk",286,0,1,-0.762310859227428,0,1850,0,-0.00261835110015293
"catwoman",287,0,41,-5.35982374042787,0,943,0,-0.0217464949399376
"cci jhun",288,9,4,1.38114712618944,1551,1098,1,-0.310494680691533
"cci kasumi",289,10,6,0.536629120773002,240,381,1,-0.244032485340897
"cci kim",290,10,8,1.67174858979073,840,1275,1,-0.112445199482317
"cci kula",291,10,3,1.9442060268391,959,668,1,-0.158123456336038
"cci kyo",292,0,8,-5.19891548072889,0,1513,0,-0.0207486200890036
"cci mature",293,4,6,0.167600151154134,642,1551,1,-0.185650786115109
"cci mr.big",294,6,6,-0.492938684227745,1574,1271,1,-0.404631056315923
"cc iron clara",295,31,9,1.38111419104891,139,750,1,-0.117650749661035
"cci ryuji",296,1,12,-3.39430655040842,94,1834,1,-0.0612864726557576
"cci saisyu",297,6,8,0.654510332538662,1305,777,1,-0.291416511428042
"cci shermie",298,6,5,0.300378446137687,447,538,1,-0.131554221301307
"cci shingo",299,3,9,-3.36935604026623,1663,1774,1,-0.140419799865329
"celes",300,7,11,-1.55686294872319,734,961,1,-0.139491687612109
"cell",301,38,93,-1.79760872135353,590,454,1,-0.359138361265141
"cell (2 forma)",302,2,2,-0.766808370696284,579,611,1,-0.225046809329239
"cell genesis",303,0,7,-3.86145046277813,0,1547,0,-0.0157918632764238
"cell jr",304,23,20,-0.0653909215540751,1005,684,1,-0.361063453787923
"cell junior",305,22,9,1.60806283759431,218,243,1,-0.276904896645724
"chadha",306,12,1,4.89585971446135,1759,1441,1,-0.0735363325463088
"chaka",307,18,23,-1.30130763074989,284,223,1,-0.346025752725941
"chameleon",308,42,26,1.09275244587682,1781,1763,1,-0.297678078341275
"chang",309,32,11,1.80541306993971,370,1630,1,-0.266389522944074
"change dragon",310,14,33,-2.10262764695215,352,1669,1,-0.361285267078048
"chaos",311,13,15,-0.506455440334456,871,577,1,-0.930799674794028
"chaos blanka",312,25,22,0.722307236301172,1488,1064,1,-0.290258506375079
"chaos hiryu",313,61,5,5.2189555039535,1207,1531,1,-0.188726963346373
"charizard",314,15,18,-0.938662173832156,507,452,1,-0.450490008421956
"charlie",315,30,12,1.61241847006812,508,1350,1,-0.244948284640336
"charlotte",316,22,2,3.53843814283545,1297,552,1,-0.225845685264124
"char's zaku",317,11,2,3.76257628677795,70,1274,1,-0.284784597369797
"char's z'gok",318,9,5,2.30264605210961,213,1250,1,-0.208537202956383
"cheap boss type",319,7,1,4.84940691509816,1565,1316,0,-0.0558034268143671
"chiaotzu",320,13,20,-0.849054367430687,281,542,1,-0.252276019819817
"chibi gohan nex",321,0,2,-3.37121148756879,0,1107,0,-0.0140545820780243
"chibi goku",322,16,29,-2.02016017253356,128,189,1,-0.296844430879247
"chibiko",323,1,0,2.17835422065535,993,0,0,-0.00850140778523166
"chibi naruto",324,20,19,0.931806799452945,1275,777,1,-0.458626701903927
"chibi trunks",325,2,6,-2.47565666470052,1373,1669,1,-0.566820423856427
"chibi ubuu",326,8,44,-2.72394584801531,1074,1657,1,-0.271275084483319
"chichi",327,20,36,-0.875850163054785,284,243,1,-0.285489285901093
"chiel",328,46,1,5.53704769413521,971,520,0,-0.0394905858706285
"chili n pepper",329,21,4,2.27346512524139,1309,1027,1,-0.281019643782048
"chill penguin",330,14,38,-2.48302664918241,49,1069,1,-0.187018852655948
"chipp",331,17,20,-0.102361344607036,791,883,1,-0.735760675969309
"chise",332,13,17,-1.27994319197928,507,1271,1,-0.372019078373926
"chizuru kagura",333,33,9,2.65361593051293,193,393,1,-0.21701759359334
"chloe",334,0,22,-5.39506287302743,0,39,0,-0.0226461314910521
"chomper",335,34,19,1.10328389301436,1828,1055,1,-0.284207091730481
"chonshu",336,2,5,-1.61341309262011,941,239,1,-0.0817662418015259
"chouji",337,14,27,-2.40412509423946,1431,1422,1,-0.230690085771874
"chousokabe motochika",338,16,1,3.82961571548705,1661,1831,0,-0.0455134949315263
"chris",339,17,23,-0.9131689709385,860,171,1,-0.341351400685077
"chris sakurigan",340,7,21,-1.56707374081395,466,1814,1,-0.282289542211278
"chronos",341,4,6,-0.357944771865471,1689,708,1,-0.272997376561757
"chuck norris",342,0,13,-5.17235061062986,0,570,0,-0.0210507702584866
"chun-lee dark bolt",343,29,16,1.23180410188182,1235,360,1,-0.291937259654098
"chun-li",344,28,5,2.51532579900707,1189,45,1,-0.124451483200893
"cid highwind",345,7,3,2.12450790678026,329,405,1,-0.20932985901427
"cirno",346,28,5,3.42305137974162,430,77,1,-0.191376511941173
"clara",347,11,2,2.66027047655921,29,1395,1,-0.213734461919587
"clark",348,37,7,3.14923997342317,1112,413,1,-0.199568258062982
"clark steel",349,33,27,0.075748594099129,1395,226,1,-0.305285713109859
"clayface",350,34,13,1.59645034487799,1446,359,1,-0.277396388159938
"cless alvein",351,61,20,2.27974685657714,442,1273,1,-0.332229000461755
"cloud",352,35,42,-0.58644686054452,1443,7,1,-0.604934790859418
"cloud (3d)",353,4,4,1.22663490712831,487,1499,1,-0.0742120318669791
"cloud ex",354,2,10,-3.58491316342074,273,1853,0,-0.0637907286026716
"cloud strife",355,8,15,-0.378396766339391,503,352,1,-0.185442736545299
"cm punk",356,8,6,1.86010720427585,68,351,1,-0.244653247951715
"cocodrilo",357,9,4,1.07403100607545,422,239,1,-0.246201118964116
"colonel sanders",358,17,5,2.92304906708811,1521,264,1,-0.394388735499118
"colossus",359,26,14,0.825836162952809,400,304,1,-0.281513213002248
"commissioner gordon",360,24,24,0.567267198415475,490,265,1,-0.273499459449834
"complete cell",361,0,11,-5.04875232952893,0,853,0,-0.0195907656920474
"cpu nobunaga",362,5,0,4.74162738858582,1275,0,0,-0.0197147314308105
"crashman",363,20,27,-0.7919599259866,381,1682,1,-0.313688595155945
"cream",364,0,2,-5.91432861746838,0,790,0,-0.0235307519792169
"crilin sposato",365,23,21,-0.530352159675322,740,1834,1,-0.428867025179748
"crono",366,3,47,-4.85298130738858,792,1580,1,-0.113186739141937
"crystal",367,29,10,1.8020010730977,826,1391,1,-0.207105130525098
"cursor",368,11,5,2.49145611474331,14,1105,1,-0.47700566330607
"cv wakamoto",369,19,23,-1.22963550505638,1482,920,1,-0.251474933280028
"cyber shredder 2.1",370,7,5,2.22850073817164,1156,1371,1,-0.541927735877342
"cyborg_mai",371,9,7,0.121570577128501,969,1460,1,-0.286147950290012
"cyborg superman",372,38,8,3.62617444867183,1223,957,1,-0.303374250133139
"cyborg t-8p",373,9,4,1.84417778071159,860,1321,1,-0.14909005698443
"cyclops",374,64,37,1.05371018360404,210,1730,1,-0.415741337378857
